3,1033.33
3.02,933.333
3.04,1233.33
3.06,916.667
3.08,800
3.1,800
3.12,1000
3.14,700
3.16,300
3.18,583.333
3.2,583.333
3.22,583.333
3.24,200
3.26,383.333
3.28,466.667
3.3,566.667
3.32,650
3.34,466.667
3.36,733.333
3.38,650
3.4,366.667
3.42,366.667
3.44,550
3.46,450
3.48,633.333
3.5,450
3.52,266.667
3.54,783.333
3.56,616.667
3.58,266.667
3.6,516.667
3.62,683.333
3.64,350
3.66,683.333
3.68,333.333
3.7,0
3.72,416.667
3.74,333.333
3.76,666.667
3.78,416.667
3.8,650
3.82,483.333
3.84,400
3.86,250
3.88,166.667
3.9,400
3.92,483.333
3.94,400
3.96,233.333
3.98,316.667
4,316.667
4.02,316.667
4.04,233.333
4.06,300
4.08,233.333
4.1,83.3333
4.12,150
4.14,150
4.16,450
4.18,300
4.2,150
4.22,150
4.24,150
4.26,66.6667
4.28,150
4.3,216.667
4.32,66.6667
4.34,283.333
4.36,216.667
4.38,66.6667
4.4,283.333
4.42,66.6667
4.44,66.6667
4.46,216.667
4.48,66.6667
4.5,66.6667
4.52,66.6667
4.54,200
4.56,133.333
4.58,200
4.6,133.333
4.62,266.667
4.64,133.333
4.66,66.6667
4.68,133.333
4.7,0
4.72,66.6667
4.74,66.6667
4.76,66.6667
4.78,133.333
4.8,200
4.82,250
4.84,133.333
4.86,66.6667
4.88,133.333
4.9,133.333
4.92,133.333
4.94,133.333
4.96,66.6667
4.98,116.667
5,116.667
5.02,66.6667
5.04,116.667
5.06,116.667
5.08,116.667
5.1,183.333
5.12,116.667
5.14,116.667
5.16,183.333
5.18,116.667
5.2,116.667
5.22,116.667
5.24,66.6667
5.26,183.333
5.28,116.667
5.3,66.6667
5.32,116.667
5.34,116.667
5.36,166.667
5.38,116.667
5.4,116.667
5.42,0
5.44,50
5.46,116.667
5.48,116.667
5.5,116.667
5.52,50
5.54,116.667
5.56,166.667
5.58,166.667
5.6,50
5.62,50
5.64,116.667
5.66,116.667
5.68,50
5.7,116.667
5.72,50
5.74,0
5.76,0
5.78,50
5.8,216.667
5.82,166.667
5.84,166.667
5.86,100
5.88,50
5.9,50
5.92,150
5.94,150
5.96,100
5.98,100
6,150
6.02,100
6.04,150
6.06,100
6.08,100
6.1,50
6.12,50
6.14,100
6.16,150
6.18,100
6.2,100
6.22,100
6.24,50
6.26,0
6.28,50
6.3,100
6.32,150
6.34,100
6.36,100
6.38,100
6.4,50
6.42,50
6.44,100
6.46,50
6.48,100
6.5,100
6.52,100
6.54,100
6.56,150
6.58,100
6.6,100
6.62,133.333
6.64,50
6.66,100
6.68,133.333
6.7,100
6.72,100
6.74,0
6.76,50
6.78,0
6.8,83.3333
6.82,0
6.84,50
6.86,133.333
6.88,50
6.9,83.3333
6.92,50
6.94,0
6.96,83.3333
6.98,50
7,50
7.02,133.333
7.04,50
7.06,0
7.08,83.3333
7.1,0
7.12,133.333
7.14,50
7.16,83.3333
7.18,50
7.2,50
7.22,0
7.24,50
7.26,0
7.28,83.3333
7.3,0
7.32,133.333
7.34,50
7.36,0
7.38,83.3333
7.4,50
7.42,0
7.44,133.333
7.46,50
7.48,0
7.5,33.3333
7.52,166.667
7.54,33.3333
7.56,116.667
7.58,33.3333
7.6,166.667
7.62,33.3333
7.64,33.3333
7.66,83.3333
7.68,0
7.7,116.667
7.72,33.3333
7.74,0
7.76,0
7.78,83.3333
7.8,0
7.82,116.667
7.84,83.3333
7.86,0
7.88,33.3333
7.9,33.3333
7.92,83.3333
7.94,116.667
7.96,83.3333
7.98,83.3333
8,0
8.02,33.3333
8.04,33.3333
8.06,33.3333
8.08,0
8.1,33.3333
8.12,33.3333
8.14,33.3333
8.16,83.3333
8.18,183.333
8.2,33.3333
8.22,116.667
8.24,0
8.26,83.3333
8.28,83.3333
8.3,0
8.32,33.3333
8.34,116.667
8.36,66.6667
8.38,66.6667
8.4,33.3333
8.42,183.333
8.44,66.6667
8.46,66.6667
8.48,33.3333
8.5,66.6667
8.52,150
8.54,116.667
8.56,33.3333
8.58,66.6667
8.6,150
8.62,33.3333
8.64,33.3333
8.66,0
8.68,33.3333
8.7,33.3333
8.72,33.3333
8.74,150
8.76,150
8.78,216.667
8.8,66.6667
8.82,66.6667
8.84,33.3333
8.86,33.3333
8.88,66.6667
8.9,133.333
8.92,66.6667
8.94,66.6667
8.96,100
8.98,0
9,33.3333
9.02,100
9.04,66.6667
9.06,66.6667
9.08,66.6667
9.1,66.6667
9.12,66.6667
9.14,33.3333
9.16,100
9.18,66.6667
9.2,133.333
9.22,66.6667
9.24,66.6667
9.26,100
9.28,0
9.3,33.3333
9.32,100
9.34,33.3333
9.36,33.3333
9.38,133.333
9.4,166.667
9.42,100
9.44,100
9.46,33.3333
9.48,66.6667
9.5,66.6667
9.52,0
9.54,33.3333
9.56,100
9.58,66.6667
9.6,33.3333
9.62,66.6667
9.64,33.3333
9.66,166.667
9.68,100
9.7,133.333
9.72,100
9.74,33.3333
9.76,100
9.78,100
9.8,0
9.82,33.3333
9.84,133.333
9.86,66.6667
9.88,66.6667
9.9,33.3333
9.92,66.6667
9.94,66.6667
9.96,33.3333
9.98,33.3333
10,66.6667
10.02,33.3333
10.04,66.6667
10.06,33.3333
10.08,100
10.1,100
10.12,66.6667
10.14,66.6667
10.16,116.667
10.18,66.6667
10.2,116.667
10.22,116.667
10.24,83.3333
10.26,66.6667
10.28,33.3333
10.3,66.6667
10.32,66.6667
10.34,116.667
10.36,116.667
10.38,66.6667
10.4,83.3333
10.42,66.6667
10.44,33.3333
10.46,83.3333
10.48,66.6667
10.5,66.6667
10.52,66.6667
10.54,116.667
10.56,83.3333
10.58,66.6667
10.6,83.3333
10.62,33.3333
10.64,0
10.66,33.3333
10.68,66.6667
10.7,116.667
10.72,116.667
10.74,50
10.76,50
10.78,33.3333
10.8,50
10.82,33.3333
10.84,50
10.86,150
10.88,50
10.9,33.3333
10.92,50
10.94,33.3333
10.96,0
10.98,33.3333
11,83.3333
11.02,83.3333
11.04,33.3333
11.06,0
11.08,0
11.1,33.3333
11.12,50
11.14,50
11.16,33.3333
11.18,33.3333
11.2,33.3333
11.22,33.3333
11.24,33.3333
11.26,33.3333
11.28,33.3333
11.3,33.3333
11.32,33.3333
11.34,0
11.36,33.3333
11.38,33.3333
11.4,33.3333
11.42,33.3333
11.44,50
11.46,50
11.48,0
11.5,33.3333
11.52,50
11.54,50
11.56,33.3333
11.58,33.3333
11.6,33.3333
11.62,50
11.64,33.3333
11.66,83.3333
11.68,50
11.7,33.3333
11.72,33.3333
11.74,33.3333
11.76,33.3333
